Date,Year,Decade,Country,Magnitude,Depth_km,Deaths,Population_Density,Urbanization_Rate,Lat,Long
1977-01-01,1977.0,1970.0,China,6.0,5.3,2.0,100.493169653556,17.52,38.185,91.014
1977-03-04,1977.0,1970.0,Romania,7.5,89.0,1641.0,94.4520969002344,43.942,45.776,26.702
1977-03-18,1977.0,1970.0,Philippines,7.2,32.5,1.0,148.800892108529,36.275,16.755,122.285
1977-03-21,1977.0,1970.0,Iran,6.7,12.0,167.0,22.0616794371178,47.47,27.583,56.363
1977-03-25,1977.0,1970.0,Turkey,5.3,17.4,30.0,55.5764432259657,42.508,38.647,40.057
1977-04-06,1977.0,1970.0,Iran,6.0,9.4,366.0,22.0616794371178,47.47,31.954,50.643
1977-04-21,1977.0,1970.0,Solomon Islands,7.3,45.1,18.0,7.66052161486245,9.583,-10.009,160.816
1977-05-26,1977.0,1970.0,Iran,5.6,16.9,3.0,22.0616794371178,47.47,38.896,44.324
1977-08-19,1977.0,1970.0,Indonesia,5.7,29.4,185.0,76.4715362917249,20.398,-11.18,118.37
1977-08-19,1977.0,1970.0,Indonesia 1977 Sumba Earthquake ),8.3,22.6,189.0,,,-11.126,118.38
1977-08-27,1977.0,1970.0,Indonesia,7.0,44.6,2.0,76.4715362917249,20.398,-8.136,125.326
1977-08-31,1977.0,1970.0,Colombia,6.5,21.3,3.0,21.9860243352862,61.693,7.351,-76.159
1977-11-23,1977.0,1970.0,Argentina,7.4,19.5,70.0,9.75697101242742,81.755,-31.082,-67.78
1977-12-10,1977.0,1970.0,Iran,5.6,13.9,3.0,22.0616794371178,47.47,27.687,56.578
1977-12-19,1977.0,1970.0,Iran,5.9,11.6,665.0,22.0616794371178,47.47,30.911,56.413
1978-01-14,1978.0,1970.0,Japan,6.6,10.7,25.0,313.627183406114,76.06,34.803,139.294
1978-02-22,1978.0,1970.0,Guatemala,6.3,66.9,2.0,61.2311870100784,38.081,14.268,-91.399
1978-03-11,1978.0,1970.0,Italy,5.2,22.2,2.0,190.932450443712,66.243,38.046,15.99
1978-03-16,1978.0,1970.0,Afghanistan,6.1,10.2,1.0,20.8690814589945,14.973,29.928,66.234
1978-03-19,1978.0,1970.0,Mexico,6.6,11.0,1.0,32.9118783919339,64.934,16.932,-99.782
1978-04-15,1978.0,1970.0,Italy,6.0,17.0,5.0,190.932450443712,66.243,38.381,15.073
1978-06-12,1978.0,1970.0,Japan,5.7,46.2,28.0,313.627183406114,76.06,38.235,142.105
1978-06-12,1978.0,1970.0,Japan,7.6,53.3,22.0,313.627183406114,76.06,38.224,142.009
1978-06-19,1978.0,1970.0,Greece,5.3,7.7,50.0,73.1571683475563,68.393,40.732,23.257
1978-06-20,1978.0,1970.0,Greece,6.5,7.4,50.0,73.1571683475563,68.393,40.76,23.303
1978-07-04,1978.0,1970.0,Greece,4.6,7.4,1.0,73.1571683475563,68.393,40.718,23.112
1978-07-29,1978.0,1970.0,Guatemala,4.9,15.0,17.0,61.2311870100784,38.081,14.758,-90.99
1978-09-16,1978.0,1970.0,Iran,7.4,8.2,25000.0,22.7943558289742,48.21,33.242,57.382
1978-11-29,1978.0,1970.0,Mexico,7.8,24.8,9.0,32.9118783919339,64.934,16.011,-96.603
1978-12-14,1978.0,1970.0,Iran,6.1,18.9,76.0,22.7943558289742,48.21,32.128,49.634
1978-12-23,1978.0,1970.0,Taiwan,7.0,45.5,2.0,,,23.217,122.009
1979-01-16,1979.0,1970.0,Iran,6.5,9.9,200.0,23.5915371202633,48.951,33.909,59.471
1979-02-16,1979.0,1970.0,Peru,7.1,55.1,18.0,13.22901484375,63.96,-16.537,-72.553
1979-03-14,1979.0,1970.0,Mexico,7.4,24.7,15.0,33.7708608760513,65.646,17.758,-101.221
1979-03-15,1979.0,1970.0,China,6.0,13.5,12.0,103.214656618646,18.617,23.162,101.106
1979-04-15,1979.0,1970.0,Montenegro,6.9,15.0,156.0,,35.744,41.999,19.156
1979-05-30,1979.0,1970.0,Indonesia,6.2,20.0,37.0,80.2811009235083,21.524,-8.345,115.864
1979-07-02,1979.0,1970.0,India,4.5,35.0,3.0,225.735908905923,22.736,34.525,74.291
1979-07-09,1979.0,1970.0,China,5.4,12.6,42.0,103.214656618646,18.617,31.472,119.27
1979-09-12,1979.0,1970.0,Indonesia,7.5,17.6,15.0,80.2811009235083,21.524,-1.682,135.974
1979-09-19,1979.0,1970.0,Italy,5.8,15.0,5.0,191.485325218456,66.442,42.773,13.01
1979-10-20,1979.0,1970.0,Indonesia,6.4,52.0,2.0,80.2811009235083,21.524,-8.363,115.782
1979-10-27,1979.0,1970.0,Guatemala,6.8,56.5,7.0,62.7827267637178,38.402,13.829,-90.841
1979-11-02,1979.0,1970.0,Indonesia,6.5,72.1,30.0,80.2811009235083,21.524,-7.746,108.165
1979-11-06,1979.0,1970.0,Greece,5.4,28.1,1.0,74.0749262994569,68.87,39.52,20.375
1979-11-14,1979.0,1970.0,Iran,6.5,9.1,350.0,23.5915371202633,48.951,33.956,59.726
1979-11-23,1979.0,1970.0,Colombia,7.2,107.7,60.0,22.9974096439838,63.061,4.793,-76.19
1979-11-27,1979.0,1970.0,Iran,7.0,7.4,17.0,23.5915371202633,48.951,34.056,59.754
1979-12-12,1979.0,1970.0,Colombia,8.1,23.6,600.0,22.9974096439838,63.061,1.603,-79.363
1979-12-15,1979.0,1970.0,Indonesia,6.5,13.0,8.0,80.2811009235083,21.524,-3.339,102.567
1979-12-17,1979.0,1970.0,Indonesia,6.5,15.0,32.0,80.2811009235083,21.524,-8.487,115.753
1980-01-01,1980.0,1980.0,Portugal,6.9,12.2,69.0,106.735650273224,42.785,38.726,-27.751
1980-01-24,1980.0,1980.0,United States,5.8,15.0,1.0,24.8090394542612,73.738,37.712,-121.728
1980-02-20,1980.0,1980.0,Italy,4.8,8.2,1.0,191.880191084968,66.64,39.291,16.152
1980-06-09,1980.0,1980.0,Mexico,6.3,4.6,1.0,34.6204038169706,66.339,32.268,-114.908
1980-07-09,1980.0,1980.0,Greece,6.6,17.2,1.0,74.8060899922421,69.343,39.257,23.008
1980-07-22,1980.0,1980.0,Iran,5.5,25.0,1.0,24.4617524988335,49.693,37.322,50.262
1980-07-29,1980.0,1980.0,Nepal,6.5,14.4,188.0,108.762972027972,6.091,29.623,81.103
1980-08-09,1980.0,1980.0,Guatemala,6.5,16.9,2.0,64.3916759985069,38.724,15.912,-88.49
1980-08-18,1980.0,1980.0,Ecuador,5.9,55.9,8.0,29.4967381881231,46.961,-1.987,-80.002
1980-08-23,1980.0,1980.0,India,5.5,14.5,15.0,231.184022884511,23.098,32.922,75.693
1980-08-23,1980.0,1980.0,India,5.5,11.3,13.0,231.184022884511,23.098,32.893,75.776
1980-09-23,1980.0,1980.0,Japan,5.3,82.7,2.0,318.883428883429,76.175,35.997,139.74
1980-09-24,1980.0,1980.0,Japan,6.0,71.5,2.0,318.883428883429,76.175,35.525,140.062
1980-10-10,1980.0,1980.0,Algeria,7.1,15.0,5000.0,7.81242872857659,43.542,36.143,1.404
1980-10-10,1980.0,1980.0,Algeria,6.2,12.4,,7.81242872857659,43.542,36.213,1.577
1980-10-24,1980.0,1980.0,Mexico,7.1,64.3,300.0,34.6204038169706,66.339,18.175,-98.235
1980-11-12,1980.0,1980.0,Peru,4.9,71.0,7.0,13.56324140625,64.574,-13.347,-74.545
1980-11-19,1980.0,1980.0,India,6.3,38.5,3.0,231.184022884511,23.098,27.392,88.795
1980-11-23,1980.0,1980.0,Italy,6.9,6.9,4900.0,191.880191084968,66.64,40.788,15.31
1980-11-30,1980.0,1980.0,Italy,4.9,15.1,1.0,191.880191084968,66.64,40.766,15.295
1980-12-19,1980.0,1980.0,Iran,6.2,12.7,26.0,24.4617524988335,49.693,34.472,50.643
1980-12-22,1980.0,1980.0,Iran,5.7,16.4,4.0,24.4617524988335,49.693,34.427,50.634
1981-01-19,1981.0,1980.0,Indonesia,6.6,20.0,1305.0,84.1728638694613,22.815,-4.513,139.283
1981-01-23,1981.0,1980.0,China,6.5,10.9,150.0,105.864777780737,20.118,30.956,101.168
1981-02-14,1981.0,1980.0,Italy,4.9,4.9,12.0,192.110689877937,66.837,40.995,14.614
1981-02-18,1981.0,1980.0,South Africa,4.7,33.0,4.0,25.1762391908267,48.591,-26.625,26.607
1981-02-24,1981.0,1980.0,Greece,6.7,16.2,22.0,75.4798293250582,69.746,38.159,22.976
1981-02-25,1981.0,1980.0,Greece,6.4,6.0,,75.4798293250582,69.746,38.097,23.17
1981-03-04,1981.0,1980.0,Greece,6.2,14.9,1.0,75.4798293250582,69.746,38.197,23.3
1981-03-07,1981.0,1980.0,Greece,5.4,37.1,1.0,75.4798293250582,69.746,38.181,23.335
1981-03-10,1981.0,1980.0,Greece,5.4,36.4,2.0,75.4798293250582,69.746,39.382,20.813
1981-04-18,1981.0,1980.0,Peru,5.5,40.8,8.0,13.90531640625,65.182,-13.116,-74.373
1981-06-11,1981.0,1980.0,Iran,6.6,17.3,3000.0,25.7799258331491,50.434,29.858,57.686
1981-06-13,1981.0,1980.0,Afghanistan,5.6,21.0,1.0,18.302716833019,16.562,36.198,67.836
1981-06-21,1981.0,1980.0,Chile,5.7,36.0,10.0,15.7070805291501,81.778,-20.276,-70.384
1981-06-22,1981.0,1980.0,Peru,5.8,15.6,6.0,13.90531640625,65.182,-13.185,-74.463
1981-07-28,1981.0,1980.0,Iran,7.2,13.6,1500.0,25.7799258331491,50.434,29.976,57.767
1981-09-12,1981.0,1980.0,Pakistan,6.1,14.7,250.0,111.304027864259,28.38,35.685,73.597
1981-10-16,1981.0,1980.0,Chile,7.1,44.9,1.0,15.7070805291501,81.778,-33.178,-73.033
1981-10-18,1981.0,1980.0,Colombia,5.9,39.3,15.0,24.0768517350158,64.408,8.111,-72.501
1981-10-25,1981.0,1980.0,Mexico,7.2,19.0,9.0,35.4392386635459,66.87,18.115,-102.009
1981-12-12,1981.0,1980.0,Pakistan,4.6,35.0,6.0,111.304027864259,28.38,29.912,67.08
1982-01-23,1982.0,1980.0,Taiwan,6.0,11.8,1.0,,,23.951,121.752
1982-03-23,1982.0,1980.0,Peru,5.1,59.1,2.0,14.25508046875,65.61,-12.341,-77.538
1982-03-28,1982.0,1980.0,Peru,6.3,90.8,3.0,14.25508046875,65.61,-12.743,-76.01
1982-04-13,1982.0,1980.0,South Africa,5.0,5.0,1.0,26.0618247615593,48.756,-27.926,26.783
1982-06-07,1982.0,1980.0,Mexico,6.9,18.9,9.0,36.2320327168909,67.396,16.518,-98.347
1982-06-15,1982.0,1980.0,China,5.6,10.3,11.0,107.435358027321,20.902,31.871,99.872
1982-06-19,1982.0,1980.0,El Salvador,7.3,72.8,43.0,223.092519305019,45.127,13.337,-89.313
1982-09-29,1982.0,1980.0,Honduras,5.6,13.9,3.0,35.3805344534811,36.004,14.494,-89.102
1982-11-15,1982.0,1980.0,Algeria,5.2,7.1,3.0,8.34362608848993,45.303,35.585,1.361
1982-11-16,1982.0,1980.0,Albania,5.6,21.9,1.0,101.61598540146,34.287,40.78,19.666
1982-12-13,1982.0,1980.0,Yemen,6.2,7.0,2800.0,19.3969467962195,17.251,14.675,44.223
1982-12-16,1982.0,1980.0,Afghanistan,6.4,35.5,500.0,16.8519969949251,17.147,36.136,68.933
1982-12-25,1982.0,1980.0,Indonesia,5.9,6.7,13.0,86.1419387603018,23.606,-8.43,122.97
1983-02-13,1983.0,1980.0,China,6.2,9.0,1.0,108.999014725854,21.545,39.994,75.173
1983-02-25,1983.0,1980.0,Yugoslavia,4.7,24.0,12.0,,,41.959,21.54
1983-03-15,1983.0,1980.0,Japan,5.4,34.5,1.0,325.797378481704,76.493,34.797,137.58
1983-03-25,1983.0,1980.0,Iran,5.4,14.6,100.0,28.2604772956114,51.916,36.042,52.295
1983-03-31,1983.0,1980.0,Colombia,5.6,30.1,300.0,25.2259333032898,65.733,2.439,-76.659
1983-04-03,1983.0,1980.0,Costa Rica,7.4,25.0,10.0,50.8255581668625,44.156,8.721,-83.078
1983-04-04,1983.0,1980.0,Indonesia,7.0,85.6,0.0,88.1287397119626,24.415,5.722,94.687
1983-04-05,1983.0,1980.0,China,5.8,10.7,,108.999014725854,21.545,39.972,75.215
1983-04-12,1983.0,1980.0,Peru,7.0,125.9,10.0,14.61402890625,66.031,-4.846,-78.091
1983-05-26,1983.0,1980.0,Japan,7.7,17.0,107.0,325.797378481704,76.493,40.473,139.091
1983-07-03,1983.0,1980.0,Costa Rica,6.3,14.5,2.0,50.8255581668625,44.156,9.612,-83.707
1983-07-05,1983.0,1980.0,Turkey,6.1,2.6,5.0,62.9489624884685,48.812,40.309,27.254
1983-07-20,1983.0,1980.0,Italy,4.4,33.0,1.0,192.322851994152,66.866,37.502,15.151
1983-07-22,1983.0,1980.0,Iran,5.6,20.0,3.0,28.2604772956114,51.916,36.942,49.213
1983-08-02,1983.0,1980.0,France,3.5,0.0,1.0,102.468615655464,73.5,49.15,6.698
1983-08-08,1983.0,1980.0,Japan,5.6,18.1,1.0,325.797378481704,76.493,35.507,139.045
1983-08-17,1983.0,1980.0,Philippines,6.6,29.0,24.0,175.049870879029,40.3,18.206,120.785
1983-10-04,1983.0,1980.0,Chile,7.6,23.9,5.0,16.1743381589494,82.359,-26.539,-70.502
1983-10-25,1983.0,1980.0,Indonesia,6.5,26.6,2.0,88.1287397119626,24.415,1.151,120.841
1983-10-28,1983.0,1980.0,United States,6.9,16.0,2.0,25.526042258073,74.194,44.078,-113.8
1983-10-30,1983.0,1980.0,Turkey,6.6,15.0,1400.0,62.9489624884685,48.812,40.327,42.176
1983-11-06,1983.0,1980.0,China,5.5,32.1,45.0,108.999014725854,21.545,35.223,115.204
1983-11-08,1983.0,1980.0,Belgium,4.9,10.0,2.0,,95.737,50.696,5.346
1983-12-16,1983.0,1980.0,Tajikistan,5.9,13.3,12.0,,33.655,39.351,72.929
1983-12-21,1983.0,1980.0,Papua New Guinea,6.2,42.2,10.0,7.36128825685642,13.616,-5.446,151.895
1983-12-22,1983.0,1980.0,Guinea,6.3,7.8,643.0,21.8126892397851,26.072,11.862,-13.511
